img_id,img_saved_id,pre,re,TPs,FPs,FNs,Pre_ave,Re_ave
29036,29036_0_73.png,1.0,1.0,2,0,0,1.0,1.0
6568,6568_0_74.png,1.0,0.7,7,0,3,0.7777777777777778,0.7
56423,56423_0_75.png,1.0,0.8888888888888888,8,0,1,0.8888888888888888,0.8888888888888888
45096,45096_0_76.png,1.0,1.0,3,0,0,1.0,1.0
27370,27370_0_77.png,1.0,0.8888888888888888,16,0,2,1.0,0.8888888888888888
39661,39661_0_78.png,1.0,0.8571428571428571,6,0,1,0.8571428571428571,0.8571428571428571
9596,9596_0_79.png,1.0,0.8461538461538461,11,0,2,0.9166666666666666,0.8461538461538461
12864.0,,1.0,1.0,11.0,0.0,0.0,1.0,1.0
20252.0,,0.9285714285714286,0.8666666666666667,13.0,1.0,2.0,0.8125,0.8666666666666667
23779.0,,0.6923076923076923,0.9,9.0,4.0,1.0,0.6428571428571429,0.9
13626.0,,1.0,0.75,6.0,0.0,2.0,0.8571428571428571,0.75
16593.0,,1.0,1.0,13.0,0.0,0.0,1.0,1.0
35392.0,,1.0,0.8571428571428571,12.0,0.0,2.0,0.9230769230769231,0.8571428571428571
37685.0,,1.0,0.8571428571428571,12.0,0.0,2.0,1.0,0.8571428571428571
6610.0,,0.8333333333333334,1.0,5.0,1.0,0.0,0.8333333333333334,1.0
161.0,,1.0,0.625,10.0,0.0,6.0,0.8333333333333334,0.625
37473.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
12438.0,,1.0,0.6666666666666666,2.0,0.0,1.0,1.0,0.6666666666666666
26088.0,,0.9166666666666666,0.7857142857142857,11.0,1.0,3.0,0.7333333333333333,0.7857142857142857
39620.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
57294.0,,1.0,0.8461538461538461,11.0,0.0,2.0,0.9166666666666666,0.8461538461538461
8118.0,,1.0,1.0,12.0,0.0,0.0,1.0,1.0
20473.0,,1.0,0.5,4.0,0.0,4.0,1.0,0.5
23882.0,,1.0,0.5714285714285714,12.0,0.0,9.0,0.8,0.5714285714285714
35016.0,,1.0,1.0,13.0,0.0,0.0,1.0,1.0
22512.0,,1.0,0.8333333333333334,10.0,0.0,2.0,0.8333333333333334,0.8333333333333334
31159.0,,1.0,0.6666666666666666,4.0,0.0,2.0,1.0,0.6666666666666666
19299.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
44862.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
11831.0,,1.0,0.9,9.0,0.0,1.0,1.0,0.9
11498.0,,1.0,1.0,18.0,0.0,0.0,1.0,1.0
2696.0,,1.0,0.8333333333333334,10.0,0.0,2.0,0.8333333333333334,0.8333333333333334
19829.0,,1.0,0.75,6.0,0.0,2.0,1.0,0.75
24397.0,,1.0,1.0,5.0,0.0,0.0,1.0,1.0
28822.0,,1.0,0.9090909090909091,10.0,0.0,1.0,0.9090909090909091,0.9090909090909091
31272.0,,1.0,0.7,7.0,0.0,3.0,0.7777777777777778,0.7
43369.0,,1.0,0.9375,15.0,0.0,1.0,0.9375,0.9375
33503.0,,0.6666666666666666,1.0,4.0,2.0,0.0,0.6666666666666666,1.0
37474.0,,1.0,0.6666666666666666,6.0,0.0,3.0,1.0,0.6666666666666666
49450.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
6398.0,,1.0,0.875,14.0,0.0,2.0,1.0,0.875
23343.0,,0.8571428571428571,0.8571428571428571,6.0,1.0,1.0,0.75,0.8571428571428571
57671.0,,1.0,0.8461538461538461,11.0,0.0,2.0,0.9166666666666666,0.8461538461538461
44433.0,,1.0,1.0,7.0,0.0,0.0,1.0,1.0
26860.0,,1.0,0.8333333333333334,5.0,0.0,1.0,1.0,0.8333333333333334
19898.0,,0.625,1.0,5.0,3.0,0.0,0.625,1.0
51467.0,,1.0,1.0,12.0,0.0,0.0,1.0,1.0
1456.0,,1.0,0.8,4.0,0.0,1.0,1.0,0.8
42008.0,,1.0,0.8571428571428571,6.0,0.0,1.0,1.0,0.8571428571428571
37017.0,,1.0,0.9333333333333333,14.0,0.0,1.0,0.9333333333333333,0.9333333333333333
47855.0,,1.0,0.6666666666666666,2.0,0.0,1.0,1.0,0.6666666666666666
54440.0,,1.0,0.6666666666666666,4.0,0.0,2.0,0.8,0.6666666666666666
14042.0,,1.0,1.0,4.0,0.0,0.0,1.0,1.0
9726.0,,0.8461538461538461,1.0,11.0,2.0,0.0,0.7692307692307693,0.9090909090909091
41929.0,,1.0,0.8421052631578947,16.0,0.0,3.0,1.0,0.8421052631578947
4395.0,,1.0,0.5,1.0,0.0,1.0,1.0,0.5
50308.0,,0.9090909090909091,0.9090909090909091,10.0,1.0,1.0,0.8333333333333334,0.9090909090909091
60167.0,,1.0,0.7692307692307693,10.0,0.0,3.0,0.9090909090909091,0.7692307692307693
28814.0,,1.0,0.7272727272727273,8.0,0.0,3.0,1.0,0.7272727272727273
34622.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
15402.0,,1.0,0.8571428571428571,6.0,0.0,1.0,1.0,0.8571428571428571
56511.0,,1.0,1.0,10.0,0.0,0.0,1.0,1.0
35998.0,,1.0,0.75,12.0,0.0,4.0,0.9230769230769231,0.75
29083.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
5417.0,,1.0,0.9090909090909091,10.0,0.0,1.0,1.0,0.9090909090909091
42232.0,,1.0,0.6875,11.0,0.0,5.0,0.9166666666666666,0.6875
10659.0,,1.0,1.0,12.0,0.0,0.0,1.0,1.0
59431.0,,1.0,0.8333333333333334,5.0,0.0,1.0,0.8333333333333334,0.8333333333333334
40039.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
45389.0,,1.0,1.0,4.0,0.0,0.0,1.0,1.0
17928.0,,1.0,0.6363636363636364,7.0,0.0,4.0,1.0,0.6363636363636364
30954.0,,1.0,1.0,7.0,0.0,0.0,1.0,1.0
52543.0,,1.0,0.5,2.0,0.0,2.0,1.0,0.5
39450.0,,1.0,0.7272727272727273,8.0,0.0,3.0,0.8888888888888888,0.7272727272727273
30960.0,,1.0,0.75,9.0,0.0,3.0,0.9,0.75
3748.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
33246.0,,0.8571428571428571,1.0,6.0,1.0,0.0,0.8571428571428571,1.0
10975.0,,1.0,0.75,6.0,0.0,2.0,0.8571428571428571,0.75
15925.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
15895.0,,1.0,1.0,11.0,0.0,0.0,1.0,1.0
59009.0,,1.0,0.7333333333333333,11.0,0.0,4.0,0.9166666666666666,0.7333333333333333
30212.0,,1.0,0.2222222222222222,2.0,0.0,7.0,0.5,0.2222222222222222
40131.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0
22475.0,,1.0,1.0,6.0,0.0,0.0,1.0,1.0
3793.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
48755.0,,1.0,0.9473684210526315,18.0,0.0,1.0,0.9473684210526315,0.9473684210526315
19911.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
25294.0,,1.0,0.75,9.0,0.0,3.0,0.75,0.75
31188.0,,1.0,0.7333333333333333,11.0,0.0,4.0,0.8461538461538461,0.7333333333333333
4810.0,,1.0,1.0,14.0,0.0,0.0,1.0,1.0
26950.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
55695.0,,1.0,0.9473684210526315,18.0,0.0,1.0,1.0,0.9473684210526315
48181.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
40736.0,,1.0,0.5454545454545454,6.0,0.0,5.0,0.6666666666666666,0.5454545454545454
50814.0,,0.7857142857142857,0.7857142857142857,11.0,3.0,3.0,0.6470588235294118,0.7857142857142857
56222.0,,1.0,0.75,12.0,0.0,4.0,1.0,0.75
24241.0,,1.0,0.7894736842105263,15.0,0.0,4.0,0.9375,0.7894736842105263
9489.0,,1.0,0.75,9.0,0.0,3.0,1.0,0.75
31415.0,,1.0,0.375,3.0,0.0,5.0,1.0,0.375
41311.0,,0.5,1.0,2.0,2.0,0.0,0.5,1.0
39761.0,,0.9411764705882353,0.7619047619047619,16.0,1.0,5.0,0.7272727272727273,0.7619047619047619
11353.0,,1.0,0.9090909090909091,20.0,0.0,2.0,0.9523809523809523,0.9090909090909091
25588.0,,1.0,0.7,7.0,0.0,3.0,0.875,0.7
7563.0,,1.0,0.5,1.0,0.0,1.0,1.0,0.5
7697.0,,1.0,0.875,7.0,0.0,1.0,1.0,0.875
29222.0,,1.0,0.9166666666666666,11.0,0.0,1.0,0.9166666666666666,0.9166666666666666
17249.0,,1.0,0.375,3.0,0.0,5.0,0.75,0.375
10105.0,,1.0,0.5,2.0,0.0,2.0,0.6666666666666666,0.5
13242.0,,0.7333333333333333,0.8461538461538461,11.0,4.0,2.0,0.6470588235294118,0.8461538461538461
32563.0,,1.0,0.6666666666666666,2.0,0.0,1.0,1.0,0.6666666666666666
17529.0,,1.0,1.0,10.0,0.0,0.0,1.0,1.0
33344.0,,1.0,0.8333333333333334,15.0,0.0,3.0,0.8823529411764706,0.8333333333333334
24598.0,,1.0,0.9090909090909091,10.0,0.0,1.0,1.0,0.9090909090909091
47222.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
52892.0,,1.0,1.0,10.0,0.0,0.0,1.0,1.0
54996.0,,1.0,1.0,16.0,0.0,0.0,1.0,1.0
4933.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
26682.0,,1.0,0.7142857142857143,5.0,0.0,2.0,0.7142857142857143,0.7142857142857143
24971.0,,1.0,0.6666666666666666,8.0,0.0,4.0,1.0,0.6666666666666666
12658.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
23022.0,,1.0,0.5454545454545454,6.0,0.0,5.0,1.0,0.5454545454545454
54143.0,,1.0,0.8571428571428571,12.0,0.0,2.0,0.8461538461538461,0.7857142857142857
40487.0,,0.75,1.0,3.0,1.0,0.0,0.75,1.0
58923.0,,1.0,0.9285714285714286,13.0,0.0,1.0,1.0,0.9285714285714286
52810.0,,1.0,0.7272727272727273,8.0,0.0,3.0,0.8,0.7272727272727273
6682.0,,1.0,0.8095238095238095,17.0,0.0,4.0,0.9444444444444444,0.8095238095238095
39305.0,,1.0,1.0,4.0,0.0,0.0,1.0,1.0
52335.0,,1.0,0.9166666666666666,11.0,0.0,1.0,0.9166666666666666,0.9166666666666666
48514.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
47137.0,,1.0,0.5555555555555556,10.0,0.0,8.0,0.7142857142857143,0.5555555555555556
28940.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0
30753.0,,1.0,0.75,3.0,0.0,1.0,0.75,0.75
16613.0,,1.0,0.8,12.0,0.0,3.0,0.9230769230769231,0.8
10660.0,,1.0,0.95,19.0,0.0,1.0,0.95,0.95
46576.0,,1.0,0.875,7.0,0.0,1.0,1.0,0.875
27924.0,,0.8,0.8,8.0,2.0,2.0,0.6666666666666666,0.8
31891.0,,1.0,0.8,4.0,0.0,1.0,0.8,0.8
1971.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
21961.0,,1.0,1.0,13.0,0.0,0.0,1.0,1.0
51747.0,,1.0,0.9166666666666666,11.0,0.0,1.0,1.0,0.9166666666666666
25243.0,,1.0,0.9473684210526315,18.0,0.0,1.0,0.9473684210526315,0.9473684210526315
23553.0,,1.0,0.9285714285714286,13.0,0.0,1.0,0.9285714285714286,0.9285714285714286
37107.0,,1.0,0.875,7.0,0.0,1.0,0.875,0.875
46066.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
55299.0,,1.0,0.7777777777777778,7.0,0.0,2.0,0.875,0.7777777777777778
20113.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
25517.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
38659.0,,1.0,0.7272727272727273,8.0,0.0,3.0,0.8,0.7272727272727273
26069.0,,1.0,0.9375,15.0,0.0,1.0,1.0,0.9375
39733.0,,1.0,0.7142857142857143,5.0,0.0,2.0,0.7142857142857143,0.7142857142857143
28915.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
41563.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
30530.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
17913.0,,0.9,1.0,9.0,1.0,0.0,0.9,1.0
29991.0,,1.0,0.8571428571428571,6.0,0.0,1.0,0.8571428571428571,0.8571428571428571
33217.0,,0.5,1.0,1.0,1.0,0.0,0.5,1.0
23001.0,,1.0,1.0,5.0,0.0,0.0,1.0,1.0
52850.0,,1.0,1.0,9.0,0.0,0.0,1.0,1.0
43500.0,,0.9444444444444444,0.9444444444444444,17.0,1.0,1.0,0.8947368421052632,0.9444444444444444
32105.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0
51494.0,,1.0,1.0,6.0,0.0,0.0,1.0,1.0
20305.0,,0.75,0.6,3.0,1.0,2.0,0.5,0.6
41900.0,,1.0,1.0,16.0,0.0,0.0,1.0,1.0
55145.0,,0.9166666666666666,1.0,11.0,1.0,0.0,0.9166666666666666,1.0
26577.0,,1.0,1.0,9.0,0.0,0.0,1.0,1.0
54957.0,,1.0,0.625,5.0,0.0,3.0,0.7142857142857143,0.625
41037.0,,1.0,0.8888888888888888,16.0,0.0,2.0,1.0,0.8888888888888888
58084.0,,1.0,0.7692307692307693,10.0,0.0,3.0,0.9090909090909091,0.7692307692307693
54726.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
19819.0,,1.0,0.9166666666666666,11.0,0.0,1.0,0.9166666666666666,0.9166666666666666
44985.0,,0.5,1.0,1.0,1.0,0.0,0.5,1.0
43124.0,,0.16666666666666666,1.0,1.0,5.0,0.0,0.16666666666666666,1.0
46248.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
30627.0,,1.0,0.75,15.0,0.0,5.0,0.75,0.75
52230.0,,1.0,1.0,5.0,0.0,0.0,1.0,1.0
28615.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
13272.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
12804.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
46079.0,,0.9375,1.0,15.0,1.0,0.0,0.9375,1.0
33823.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
46833.0,,1.0,1.0,11.0,0.0,0.0,1.0,1.0
8509.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
49920.0,,1.0,1.0,15.0,0.0,0.0,1.0,1.0
57009.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
40901.0,,1.0,0.8125,13.0,0.0,3.0,0.9285714285714286,0.8125
16196.0,,0.8461538461538461,0.9166666666666666,11.0,2.0,1.0,0.7857142857142857,0.9166666666666666
12564.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
19054.0,,1.0,0.6923076923076923,9.0,0.0,4.0,0.75,0.6923076923076923
15542.0,,1.0,0.8333333333333334,20.0,0.0,4.0,0.9523809523809523,0.8333333333333334
52333.0,,1.0,1.0,7.0,0.0,0.0,1.0,1.0
15348.0,,1.0,0.6,3.0,0.0,2.0,0.75,0.6
44796.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9703.0,,1.0,0.8,12.0,0.0,3.0,0.9230769230769231,0.8
47129.0,,1.0,1.0,11.0,0.0,0.0,1.0,1.0
59724.0,,1.0,0.6666666666666666,6.0,0.0,3.0,0.75,0.6666666666666666
23735.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
54591.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
3559.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0
35560.0,,1.0,0.7647058823529411,13.0,0.0,4.0,0.9285714285714286,0.7647058823529411
20761.0,,1.0,0.9230769230769231,12.0,0.0,1.0,1.0,0.9230769230769231
48867.0,,0.6666666666666666,1.0,2.0,1.0,0.0,0.6666666666666666,1.0
25009.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0
57508.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
4062.0,,1.0,0.9,9.0,0.0,1.0,1.0,0.9
38642.0,,1.0,0.6666666666666666,4.0,0.0,2.0,1.0,0.6666666666666666
30523.0,,1.0,0.9090909090909091,10.0,0.0,1.0,0.9090909090909091,0.9090909090909091
37969.0,,1.0,1.0,3.0,0.0,0.0,1.0,1.0
58738.0,,0.3333333333333333,1.0,1.0,2.0,0.0,0.3333333333333333,1.0
27023.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
20462.0,,1.0,0.75,6.0,0.0,2.0,0.8571428571428571,0.75
28900.0,,1.0,1.0,4.0,0.0,0.0,1.0,1.0
43159.0,,1.0,0.8888888888888888,8.0,0.0,1.0,0.8888888888888888,0.8888888888888888
4665.0,,1.0,0.6923076923076923,9.0,0.0,4.0,0.75,0.6923076923076923
53365.0,,1.0,0.8,4.0,0.0,1.0,0.8,0.8
5604.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0
41507.0,,1.0,0.9285714285714286,13.0,0.0,1.0,1.0,0.9285714285714286
45319.0,,0.8333333333333334,1.0,5.0,1.0,0.0,0.8333333333333334,1.0
14606.0,,1.0,1.0,5.0,0.0,0.0,1.0,1.0
33615.0,,1.0,0.8333333333333334,10.0,0.0,2.0,1.0,0.8333333333333334
19757.0,,1.0,1.0,11.0,0.0,0.0,1.0,1.0
46506.0,,1.0,0.8461538461538461,11.0,0.0,2.0,0.9166666666666666,0.8461538461538461
23377.0,,1.0,0.3333333333333333,1.0,0.0,2.0,0.5,0.3333333333333333
3446.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0
55314.0,,1.0,0.8,8.0,0.0,2.0,0.8888888888888888,0.8
50291.0,,1.0,0.5,2.0,0.0,2.0,0.6666666666666666,0.5
40732.0,,1.0,0.8888888888888888,16.0,0.0,2.0,1.0,0.8888888888888888
34623.0,,1.0,1.0,9.0,0.0,0.0,1.0,1.0
13940.0,,1.0,0.5,1.0,0.0,1.0,0.5,0.5
47084.0,,1.0,0.8181818181818182,9.0,0.0,2.0,1.0,0.8181818181818182
37091.0,,1.0,0.8888888888888888,8.0,0.0,1.0,1.0,0.8888888888888888
53318.0,,0.8888888888888888,1.0,16.0,2.0,0.0,0.8888888888888888,1.0
18824.0,,1.0,0.8,12.0,0.0,3.0,0.9230769230769231,0.8
19770.0,,1.0,0.625,5.0,0.0,3.0,0.7142857142857143,0.625
42887.0,,1.0,0.8333333333333334,5.0,0.0,1.0,0.8333333333333334,0.8333333333333334
29443.0,,1.0,0.75,6.0,0.0,2.0,1.0,0.75
17899.0,,0.375,0.75,3.0,5.0,1.0,0.3333333333333333,0.75
14521.0,,0.8666666666666667,0.9285714285714286,13.0,2.0,1.0,0.8125,0.9285714285714286
6257.0,,1.0,0.8181818181818182,9.0,0.0,2.0,0.9,0.8181818181818182
44698.0,,1.0,0.5,2.0,0.0,2.0,0.5,0.5
11605.0,,0.9411764705882353,1.0,16.0,1.0,0.0,0.9411764705882353,1.0
5775.0,,0.75,1.0,3.0,1.0,0.0,0.75,1.0
38170.0,,1.0,0.6,3.0,0.0,2.0,0.75,0.6
12753.0,,1.0,0.5,1.0,0.0,1.0,1.0,0.5
33782.0,,1.0,1.0,4.0,0.0,0.0,1.0,1.0
30043.0,,1.0,0.8,4.0,0.0,1.0,1.0,0.8
48178.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
6164.0,,1.0,0.7142857142857143,5.0,0.0,2.0,0.8333333333333334,0.7142857142857143
44667.0,,0.5,1.0,2.0,2.0,0.0,0.5,1.0
52004.0,,1.0,0.6666666666666666,6.0,0.0,3.0,1.0,0.6666666666666666
22040.0,,1.0,0.8888888888888888,8.0,0.0,1.0,0.8888888888888888,0.8888888888888888
3468.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
2377.0,,1.0,1.0,9.0,0.0,0.0,1.0,1.0
592.0,,1.0,1.0,8.0,0.0,0.0,1.0,1.0
48300.0,,1.0,0.8125,13.0,0.0,3.0,0.8666666666666667,0.8125
5096.0,,1.0,0.8,8.0,0.0,2.0,0.8888888888888888,0.8
1675.0,,0.9,1.0,9.0,1.0,0.0,0.9,1.0
19589.0,,1.0,0.875,14.0,0.0,2.0,0.9333333333333333,0.875
27129.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0
26335.0,,1.0,0.6363636363636364,7.0,0.0,4.0,0.7777777777777778,0.6363636363636364
141.0,,1.0,0.9166666666666666,11.0,0.0,1.0,1.0,0.9166666666666666
19112.0,,1.0,1.0,5.0,0.0,0.0,1.0,1.0
26812.0,,1.0,0.875,7.0,0.0,1.0,1.0,0.875
37305.0,,0.8888888888888888,1.0,8.0,1.0,0.0,0.8888888888888888,1.0
28252.0,,1.0,0.8333333333333334,10.0,0.0,2.0,1.0,0.8333333333333334
13408.0,,0.75,1.0,3.0,1.0,0.0,0.75,1.0
31260.0,,0.625,0.8333333333333334,5.0,3.0,1.0,0.5555555555555556,0.8333333333333334
48856.0,,1.0,0.3333333333333333,4.0,0.0,8.0,0.8,0.3333333333333333
14339.0,,1.0,0.6875,11.0,0.0,5.0,0.9166666666666666,0.6875
12817.0,,1.0,0.8181818181818182,9.0,0.0,2.0,0.9,0.8181818181818182
21077.0,,1.0,1.0,6.0,0.0,0.0,1.0,1.0
12838.0,,1.0,0.8125,13.0,0.0,3.0,0.9285714285714286,0.8125
38515.0,,1.0,0.8571428571428571,12.0,0.0,2.0,0.9230769230769231,0.8571428571428571
45909.0,,1.0,1.0,2.0,0.0,0.0,1.0,1.0
12462.0,,0.7,0.875,7.0,3.0,1.0,0.6363636363636364,0.875
